Number,Created,Resolved,Priority,Incident State,Reassignment count,Assignment group,Short description,Category,Subcategory,Country
INC7325951,2025-01-15 12:24:59,2025-01-16 06:33:21,4 - Low,Autoclosed,1,EUS_GB_00274,IN : ND : PH : Onsite - GILDTOFF00030 - No display seen in when PC is turned on.,Error Message,Error Message,United Kingdom
INC7325934,2025-01-15 11:55:13,2025-01-22 00:46:13,4 - Low,Autoclosed,1,Security_UAA,IN: VB: PH: DLJBXX4M2 - MS Word license warning.,Functionality Error,Connectivity,United Kingdom
INC7325873,2025-01-15 11:10:10,2025-01-16 05:08:53,4 - Low,Autoclosed,1,EUS_GB_10610,IN:HMV: PH: MFA - authenticator error,Error Message,Error Message,United Kingdom
INC7325867,2025-01-15 11:08:32,2025-01-16 09:57:08,4 - Low,Autoclosed,1,Messaging,IN :ND : PH : Error when booking meeting room,Functionality Error,Break/Fix,United Kingdom
INC7325848,2025-01-15 10:41:11,2025-01-20 04:41:57,4 - Low,Closed,1,SAP_SECURITY,IN: NSH: PH: SAP PN1 - Reset the password and unlock SAP generic user.,Error Message,Error Message,Romania
INC7325808,2025-01-15 10:22:33,2025-01-17 03:44:04,4 - Low,Autoclosed,1,SAP_SECURITY,IN: NSH: PH: SAP PR1 - PR1 password got locked  - need to unlock account.,Error Message,Error Message,United Kingdom
INC7325797,2025-01-15 10:06:30,2025-01-21 14:07:59,4 - Low,Closed,1,Messaging,"IN: SP: PH: Teams - Teams ""we have ran into an error""",Error Message,Failure/Down,United Kingdom
INC7325758,2025-01-15 09:51:13,2025-01-16 05:08:04,4 - Low,Closed,1,EUS_GB_10610,IN: SP: PH: Onsite - Map drive missing,Error Message,Error Message,United Kingdom
INC7325702,2025-01-15 09:25:20,2025-01-16 08:45:02,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - account locked,Access/Lockout,Locked Account,United Kingdom
INC7325681,2025-01-15 08:58:14,2025-01-16 10:14:37,4 - Low,Autoclosed,2,SAP_PURCHASE_TO_PAY,IN:BS:PH- SAP - SAP  PN1 crash Unable to create forecast in ME84,Error Message,Error Message,Poland
INC7325680,2025-01-15 08:56:02,2025-01-20 08:27:16,4 - Low,Autoclosed,1,APP_ENG_LIC_MAN,IN : RR : PH : MATHCAD - User unable to raise the Installation request,Functionality Error,Feature/Functionality,United Kingdom
INC7325655,2025-01-15 08:47:43,2025-01-27 04:25:24,4 - Low,Autoclosed,1,APP_ENT_SERVICENOW,IN : JM : PH - Service Now - login and teams name doesn't show location.,Service Catalog,Functionality error,United Kingdom
INC7325614,2025-01-15 08:16:18,2025-01-16 05:09:20,4 - Low,Autoclosed,1,EUS_GB_10610,IN: SP: PH: Onsite - Install update for DS Cars,Error Message,Error Message,United Kingdom
INC7325613,2025-01-15 08:15:38,2025-01-15 09:18:36,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN:PH:VGM: Remote desktop not connecting in Lab PC,Functionality Error,Not Performing As Expected,United Kingdom
INC7325612,2025-01-15 08:10:52,2025-01-15 10:19:39,4 - Low,Autoclosed,1,Messaging,IN:BS:PH - Outlook - User Angelika Piedel is not present in GAL,Functionality Error,Break/Fix,Poland
INC7325587,2025-01-15 07:55:35,2025-01-15 10:59:15,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - account locked,Access/Lockout,Locked Account,France
INC7325557,2025-01-15 07:44:53,2025-01-20 04:38:25,4 - Low,Autoclosed,1,SAP_SECURITY,IN: JM: PH - SAP - PR1 Password Reset.,Error Message,Error Message,United Kingdom
INC7325545,2025-01-15 07:30:27,2025-02-04 04:42:26,4 - Low,Autoclosed,1,APP_COMSUP_eCatalog,IN: NSH: PH: E-catalog -  Cannot seen approval list on the e-catalog page hence the transaction fails.,Error Message,Error Message,Turkey
INC7325494,2025-01-15 07:00:12,2025-01-27 08:37:21,4 - Low,Autoclosed,6,EUS_PL_10682,IN : RR : PH: SAP - problems with SAP PH1 documents,Error Message,Error Message,Poland
INC7325460,2025-01-15 06:44:52,2025-01-16 05:08:30,4 - Low,Autoclosed,1,EUS_GB_10610,IN: NSH: PH:AS400 - Need to Install IBM as400.,Functionality Error,Break/Fix,United Kingdom
INC7325430,2025-01-15 06:52:14,2025-01-15 07:01:59,4 - Low,Autoclosed,1,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7325414,2025-01-15 06:29:17,2025-01-15 06:31:14,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:PH:VGM: Outlook-->Add ins issue,Functionality Error,Feature/Functionality,United Kingdom
INC7325311,2025-01-15 04:50:09,2025-01-30 06:24:26,4 - Low,Autoclosed,1,EUS_GB_00282,"IN: NSH: PH: Hardware issue - Battery issue, battery in poor health according to bootup page.",Functionality Error,Break/Fix,United Kingdom
INC7325254,2025-01-15 04:14:45,2025-01-16 04:25:45,4 - Low,Autoclosed,1,EUS_FR_00202,IN: SP: PH: Microsoft excel - Macro issue,Error Message,Failure/Down,France
INC7325221,2025-01-15 04:13:36,2025-01-29 06:57:15,4 - Low,Autoclosed,3,SFDC_SysAdmin,ARG: LNN: PH: SALESFORCE - Cannot connect to page. ,Error Message,Error Message,Spain
INC7325194,2025-01-15 03:47:38,2025-01-15 04:22:47,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:BS:PH- Network  - Cannot connect to wifi.,Coaching,Configuration,United Kingdom
INC7325176,2025-01-15 04:02:16,2025-01-16 03:37:57,4 - Low,Closed,0,SAP_PH1_ORDER_FULFILLMENT,UK :PH1 : Change UOM Of IBD,Error Message,Error Message,United Kingdom
INC7325098,2025-01-15 03:01:01,2025-01-15 07:43:30,4 - Low,Autoclosed,1,EUS_TR_00269,IN : RR : PH : App - SQL Server Management Studio install,Error Message,Error Message,Turkey
INC7325073,2025-01-15 02:43:43,2025-01-15 05:27:39,4 - Low,Autoclosed,1,EUS_TR_00269,English Language Pack,Coaching,Configuration,Turkey
INC7325054,2025-01-15 02:30:59,2025-01-20 08:49:53,4 - Low,Autoclosed,1,EUS_RO_10304,IN: MKR: PH:  MS Photos App - Issue with Microsoft  Photo Application.,Functionality Error,Data Incorrect/Missing/Other,Romania
INC7325039,2025-01-15 02:22:40,2025-01-15 08:41:33,4 - Low,Autoclosed,1,EUS_RO_10304,IN: RK: PH: Printer: Printer Issue,Error Message,Error Message,Romania
INC7325038,2025-01-15 02:14:00,2025-01-15 08:44:04,4 - Low,Closed,1,EUS_RO_10304,IN:HP:PH GES Photo Upload,Error Message,Backup/Restore Failure,Romania
INC7325037,2025-01-15 02:11:20,2025-01-15 08:42:48,4 - Low,Autoclosed,1,EUS_RO_10304,IN: AL: PH - Hardware: VGA Monitor Cable,Error Message,Error Message,Romania
INC7325012,2025-01-15 01:51:44,2025-01-15 01:59:35,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH - AD: Active Directory Password Reset,Access/Lockout,Password Reset,Poland
INC7324999,2025-01-15 01:27:33,2025-01-15 02:42:04,4 - Low,Autoclosed,1,EUS_TR_00269,IN: MKR: PH: Printer - Need to add printer and install Microsoft SQL server management studio.,Functionality Error,Data Incorrect/Missing/Other,Turkey
INC7324963,2025-01-15 00:24:30,2025-01-17 01:25:08,4 - Low,Autoclosed,1,Security_UAA,IN: RK: PH: Shared Drive: RITM5253914 isn't solved,Error Message,Insufficient Resources,Turkey
INC7324644,2025-01-14 17:53:53,2025-01-15 08:19:14,4 - Low,Closed,0,Corporate Web Applications,Unable to Approve PRS form - PR-331918,Functionality Error,Feature/Functionality,France
INC7324334,2025-01-14 11:34:25,2025-01-17 04:29:17,4 - Low,Closed,1,SAP_PH1_FI/CO,IN : ND : PH : SAP - SAP PH1 - issue with vendor payment file from Dec 17th 2024,Error Message,Error Message,France
INC7324333,2025-01-14 11:28:34,2025-01-20 11:00:51,4 - Low,Closed,1,SAP_FI/CO,IN:HMV: PH: SAP PR1 - Audit / need table extract for SAP audit,Error Message,Error Message,France
INC7324274,2025-01-14 10:35:41,2025-01-14 10:36:02,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:VGM:PH: Active Directory-->Password reset,Access/Lockout,Locked Account,United Kingdom
INC7324273,2025-01-14 10:14:06,2025-01-14 10:40:58,4 - Low,Autoclosed,1,EUS_GB_10610,IN:VGM:PH: win shuttle update ,Functionality Error,Not Performing As Expected,United Kingdom
INC7324228,2025-01-14 09:43:46,2025-01-15 06:29:50,4 - Low,Autoclosed,4,IT_Operations Manager,IN: SP: PH: Network - Unable to connect to an External HSM's Cloud Provider (Request should dealt with by the Networking team),Error Message,Failure/Down,United Kingdom
INC7324221,2025-01-14 09:36:56,2025-01-28 11:21:51,4 - Low,Autoclosed,2,SERVICEDESK_INDIA,IN : JM : PH - Microsoft Teams - Teams issues.,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7324200,2025-01-14 09:23:45,2025-02-04 00:52:23,4 - Low,Closed,1,APP_COMSUP_eCatalog,IN:VGM:PH: Cannot open eCatalog request for needed Functional Areas,Functionality Error,Not Performing As Expected,Turkey
INC7324198,2025-01-14 09:21:12,2025-01-14 09:32:38,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,Romania
INC7324180,2025-01-14 09:12:11,2025-01-14 09:39:32,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: authenticator not showing 6 digit cade,Coaching,Configuration,United Kingdom
INC7324178,2025-01-14 09:07:33,2025-01-15 02:51:02,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS: PH: SAP: Printer issue- problems with SAP PH1 documents,Training,Technical Question,Poland
INC7324159,2025-01-14 08:55:43,2025-01-16 07:16:20,4 - Low,Autoclosed,1,Security_UAA,"IN:VGM:PH: Reset password account !mgauthier Phinia AD, Please reset the password urgently",Access/Lockout,Insufficient Access,France
INC7324119,2025-01-14 08:38:28,2025-01-14 09:36:03,4 - Low,Closed,1,EUS_GB_10610,IN : JM : PH - Server Update - Filezilla update install,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7324118,2025-01-14 08:37:26,2025-01-14 09:35:39,4 - Low,Autoclosed,1,EUS_GB_10610,IN: SP: PH: Onsite - Slow performance,Error Message,Error Message,United Kingdom
INC7324117,2025-01-14 08:32:22,2025-01-14 09:00:52,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:VGM:PH: Global Protect VPN seems to be non-functional,Functionality Error,Not Performing As Expected,United Kingdom
INC7324110,2025-01-14 08:23:52,2025-01-15 07:54:46,4 - Low,Autoclosed,2,EDI_TECCOM,IN : RR : PH : SAP - SAP PH1 025 - WE20 Setup for Sold To 1018875 & BillTo 3004278,Error Message,Error Message,United Kingdom
INC7324109,2025-01-14 08:21:38,2025-01-14 09:37:44,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - Active Directory Password Reset - Successful Password Reset.,Access/Lockout,Password Reset,France
INC7324093,2025-01-14 08:04:30,2025-01-14 08:32:15,4 - Low,Autoclosed,1,EUS_TR_00269,Shared drive and printer,Coaching,Configuration,Turkey
INC7324092,2025-01-14 08:03:40,2025-01-14 08:54:57,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: SP: PH: Active Directory Password Reset,Access/Lockout,Password Reset,France
INC7324085,2025-01-14 08:01:17,2025-01-21 08:01:24,4 - Low,Autoclosed,1,SAP_FI/CO,IN : RR : PH : SAP - Validity periods during posting invoices PN1 5E91,Error Message,Error Message,Poland
INC7324072,2025-01-14 07:56:59,2025-01-14 08:39:49,4 - Low,Autoclosed,1,Security_UAA,IN:VGM:PH: Reset Delphi account password,Access/Lockout,Insufficient Access,Romania
INC7324069,2025-01-14 07:55:41,2025-01-14 08:22:42,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: SP: PH: Active Directory Password Reset,Access/Lockout,Password Reset,Poland
INC7324063,2025-01-14 07:53:34,2025-01-14 07:56:40,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: Active Directory-->Password reset,Access/Lockout,Password Reset,United Kingdom
INC7324048,2025-01-14 07:33:25,2025-01-30 05:02:51,4 - Low,Closed,7,Global Directory Services,IN : JM : PH - Migration - Migrate SID_PRODUCT from delphi to phinia.,Post-project migrations,Functionality Error,France
INC7324047,2025-01-14 07:31:20,2025-02-11 04:31:37,4 - Low,Closed,1,EDI_SEEBURGER_Customer,IN: SP: PH: SAP PH1 - EDI Mapping update required for PSA - Bill-To: 3001843,EDI,Connectivity,United Kingdom
INC7324040,2025-01-14 09:21:48,2025-01-17 07:20:47,4 - Low,Autoclosed,4,SERVICEDESK_INDIA,IN : JM : PH - AD account locked.,Access/Lockout,Insufficient Access,United Kingdom
INC7324004,2025-01-14 06:57:36,2025-01-14 07:43:23,4 - Low,Autoclosed,1,EUS_TR_00269,Program installation,Error Message,Insufficient Resources,Turkey
INC7323986,2025-01-14 06:55:25,2025-01-14 07:47:57,4 - Low,Autoclosed,1,EUS_TR_00269,Macros do not work on shared drive,Error Message,Insufficient Resources,Turkey
INC7323975,2025-01-14 06:48:02,2025-01-16 02:59:52,4 - Low,Autoclosed,1,EUS_GB_00274,IN : RR : PH : User need to enable remote access in pc,Error Message,Error Message,United Kingdom
INC7323962,2025-01-14 06:33:32,2025-01-15 11:26:50,4 - Low,Autoclosed,1,APP_ENG_CAD_PDM_PLM_POOL,IN : JM : PH - TEAMCENTER  USER ACCESS - Error when tried opening a drawing in GM Team Center.,Functionality Error,Data Incorrect/Missing/Other,Romania
INC7323955,2025-01-14 06:26:50,2025-01-14 08:09:53,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : Admin Rights - User wanted admin rights,Functionality Error,Slow/No Response,United Kingdom
INC7323954,2025-01-14 06:23:53,2025-01-24 03:51:29,4 - Low,Autoclosed,1,EDI_Support (internal),IN: SP: PH: SAP PH1 - Modify variant for the Stock File Batch job for 2214 to include storage location 0001,Error Message,Error Message,United Kingdom
INC7323902,2025-01-14 05:44:55,2025-01-21 04:48:45,4 - Low,Closed,1,APP_ENG_GES_FULL,"IN : JM : PH - GES error - ""Applet loading"" when trying to check out document.",Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7323901,2025-01-14 05:44:45,2025-01-14 09:34:51,4 - Low,Autoclosed,3,EUS_GB_10610,IN: SP: PH: AD account locked,Access/Lockout,Insufficient Access,Ireland
INC7323869,2025-01-14 05:42:51,2025-01-14 09:59:41,4 - Low,Autoclosed,2,SERVICEDESK_INDIA,IN: RK: PH: Camera: Issue with camera driver on one the materials lab PCs after returning from Christmas break,Error Message,Error Message,United Kingdom
INC7323866,2025-01-14 05:34:21,2025-01-14 07:02:52,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: Confluence-->Unable to access,Functionality Error,Not Performing As Expected,United Kingdom
INC7323835,2025-01-14 05:02:55,2025-01-21 05:23:41,4 - Low,Closed,1,EUS_GB_00282,IN : RR : PH : User unable to connect printer to laptop,Functionality Error,Break/Fix,United Kingdom
INC7323833,2025-01-14 05:00:28,2025-01-15 04:41:29,4 - Low,Autoclosed,1,SAP_Basis Level 3,IN: RK: PH: SAP: Error login in sap ,Error Message,Error Message,United Kingdom
INC7323804,2025-01-14 04:45:07,2025-01-14 08:43:24,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - Server - Unable to access.,Coaching,Technical Question,France
INC7323777,2025-01-14 04:31:14,2025-01-14 04:36:14,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: SP: PH: AD account locked,Access/Lockout,Locked Account,Poland
INC7323776,2025-01-14 04:31:09,2025-01-15 09:27:54,4 - Low,Closed,1,EUS_GB_00274,IN: SP: PH: Onsite - Please restore a Macrium backup onto a fresh hard drive,Error Message,Error Message,United Kingdom
INC7323727,2025-01-14 04:19:38,2025-01-28 06:14:53,4 - Low,Closed,1,EUS_Global_Remote_Support,IN:VGM:PH: Safety Corner PC,Functionality Error,Not Performing As Expected,United Kingdom
INC7323726,2025-01-14 04:13:51,2025-01-14 04:48:38,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:BS:PH- AD -I cannot change my windows password ,Access/Lockout,Password Reset,United Kingdom
INC7323694,2025-01-14 03:56:53,2025-01-28 03:27:01,4 - Low,Autoclosed,6,EUS_PL_10682,IN:RK:PH: SAP:  problems with SAP PH1 documents,Error Message,Error Message,Poland
INC7323681,2025-01-14 03:55:28,2025-01-14 05:51:44,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : JM : PH - AD account locked - successful,Access/Lockout,Locked Account,France
INC7323679,2025-01-14 03:49:24,2025-01-15 04:05:52,4 - Low,Autoclosed,2,SERVICEDESK_INDIA,IN : RR : PH : Unable to add iPhone to the MDM,Service Catalog,Functionality error,Poland
INC7323677,2025-01-14 03:46:10,2025-01-14 08:37:45,4 - Low,Autoclosed,2,SERVICEDESK_INDIA,"IN:BS:PH- AD Account Phinia Bellanger, Gwenole AD Locked, Please unlock this account urgently",Access/Lockout,Insufficient Access,France
INC7323670,2025-01-14 03:45:16,2025-01-14 06:21:20,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN:VGM:PH: blue screen,Functionality Error,Not Performing As Expected,France
INC7323669,2025-01-14 03:45:14,2025-01-14 08:14:57,4 - Low,Autoclosed,1,Security_UAA,IN: SP: PH: Network Drive - Mapped Network drive not working on PC but working on Laptop.,Error Message,Failure/Down,United Kingdom
INC7323661,2025-01-14 04:20:18,2025-01-15 02:04:33,4 - Low,Autoclosed,1,APP_ENG_GES_FULL,IN:HP:PH GES account is deactivated,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7323634,2025-01-14 03:22:32,2025-01-21 08:10:02,4 - Low,Autoclosed,1,SAP_PURCHASE_TO_PAY,"IN : JM : PH - SAP - User cannot write the picked qty part, it is blocked.",Error Message,Error Message,Turkey
INC7323503,2025-01-14 01:46:44,2025-01-15 06:05:08,4 - Low,Closed,1,SAP_SECURITY,IN : RR : PH : SAP - reset password and unlock SAP generic user,Error Message,Error Message,Romania
INC7323481,2025-01-14 01:08:38,2025-01-14 01:56:38,4 - Low,Autoclosed,1,EUS_TR_00269,IN: RK: PH: WI-FI: Can't connect to Wi-Fi,Error Message,Error Message,Turkey
INC7323007,2025-01-13 12:41:23,2025-01-15 02:00:56,4 - Low,Autoclosed,1,APP_ENG_GES_FULL,IN:RS:PH:Please assist in uploading pdf file to document released in GES.,Error Message,Error Message,United Kingdom
INC7322957,2025-01-13 12:03:07,2025-01-20 08:42:08,4 - Low,Autoclosed,1,APP_ENG_CAD_PDM_PLM_POOL,IN : AK : PH - FORD USER ACCESS - Problem with connection Ford,Functionality Error,Data Incorrect/Missing/Other,Poland
INC7322887,2025-01-13 11:02:49,2025-01-14 09:16:58,4 - Low,Closed,1,Corporate Web Applications,IN : AK : PH - Sharepoint : Not posible to save a new entry on a SharePoint,Functionality Error,Break/Fix,Spain
INC7322876,2025-01-13 10:47:59,2025-01-14 06:46:06,4 - Low,Closed,1,SAP_SECURITY,IN : JM : PH - SAP -  change the user group.,Error Message,Error Message,Romania
INC7322842,2025-01-13 10:11:32,2025-02-04 09:37:27,4 - Low,Autoclosed,1,EUS_FR_00202,IN: SP: PH: Onsite - Internal HP and mic not working,Error Message,Error Message,France
INC7322799,2025-01-13 09:46:26,2025-01-13 11:13:59,4 - Low,Closed,1,EUS_FR_00202,"IN : JM : PH - Change ""CRFBLO, UAP Ass-Test"" ressource name to CRFRBLO, UAP Ass-Test",Functionality Error,Data Incorrect/Missing/Other,France
INC7322797,2025-01-13 09:45:38,2025-01-13 10:38:28,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : AK : PH - OMS : Unable to login OMS after password reset.,Coaching,Technical Question,Romania
INC7322770,2025-01-13 09:37:16,2025-01-13 09:47:41,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: RITM5253533-->Status check,Coaching,Technical Question,Poland
INC7322732,2025-01-13 09:21:16,2025-01-13 09:39:17,4 - Low,Autoclosed,1,EUS_FR_00202,IN : AK : PH - Excel : User having issues with Excel ,Error Message,Error Message,France
INC7322682,2025-01-13 09:00:45,2025-01-14 05:18:58,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN:VGM:PH: No Bluetooth,Functionality Error,Not Performing As Expected,United Kingdom
INC7322675,2025-01-13 08:58:00,2025-01-20 03:58:32,4 - Low,Autoclosed,1,SAP_SECURITY,"IN : AK : PH- SAP : SAP PN1 env reset password for 2 generic account in SAP  , assign to SAP security team ",Error Message,Error Message,Poland
INC7322663,2025-01-13 08:50:52,2025-01-20 03:58:29,4 - Low,Autoclosed,1,SAP_SECURITY,"IN:VGM:PH: SAP please change owner and reset password for generic account in SAP PL55MDE04 , assign to SAP security team ",Error Message,Error Message,Poland
INC7322646,2025-01-13 09:09:13,2025-01-13 09:39:56,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : JM : PH - Active Directory Password Reset - Successful Password Reset.,Access/Lockout,Password Reset,Romania
INC7322609,2025-01-13 08:34:40,2025-01-14 03:31:06,4 - Low,Autoclosed,1,Security_UAA,IN : RR : PH : AD - Account locked,Access/Lockout,Password Reset Failure,France
INC7322600,2025-01-13 08:17:21,2025-01-16 08:39:14,4 - Low,Closed,1,SAP_PH1_MANUFACTURING,IN : RR : PH : SAP - Can't download a report from PH1 SAP transaction CO26,Error,Error Message,United Kingdom
INC7322599,2025-01-13 08:15:44,2025-01-13 08:47:06,4 - Low,Autoclosed,1,EUS_GB_10610,Arabic Numbers in adobe,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7322592,2025-01-13 08:14:39,2025-01-13 08:47:38,4 - Low,Autoclosed,1,EUS_GB_10610,IN : AK : PH- PC : Unstable USB connections,Error Message,Error Message,United Kingdom
INC7322591,2025-01-13 08:13:53,2025-01-13 08:48:00,4 - Low,Autoclosed,1,EUS_GB_10610,IN: SP: PH: Onsite - Docking station issues.,Error Message,Error Message,United Kingdom
