number,sys_created_on,short_description,location,assignment_group,reassignment_count,opened_at,problem_id,priority,u_ci_type,u_resolved,close_code,u_complaint_or_complement,u_complaint_compliment_created,u_on_hold_reason,incident_state,u_priority_count,u_reopened,contact_type,category,u_category,cmdb_ci
INC7317959,10/01/2025 05:24,IN:VGM:PH: Global protect-->Issue,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,10/01/2025 05:24,,4 - Low,VPN,14/01/2025 05:22,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Functionality Error,GILDTOFF00207
INC7317906,10/01/2025 04:57,IN : JM : PH - Microsoft Teams - Teams Issue,10304 - Iasi - Romania,EUS_RO_10304,1,10/01/2025 04:57,,4 - Low,Microsoft Office 365 ProPlus,10/01/2025 05:36,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,DL1TKWCM2
INC7317893,10/01/2025 04:50,IN:VGM:PH: Outlook Mail links issue,10304 - Iasi - Romania,EUS_Global_Remote_Support,1,10/01/2025 04:50,,4 - Low,Desktop,10/01/2025 05:31,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,IASLTOFF0203
INC7317875,10/01/2025 04:53,IN:BS: PH - AD account locked,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,10/01/2025 04:46,,4 - Low,Active Directory,10/01/2025 04:54,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,ACP05176
INC7317846,10/01/2025 04:34,IN:BS:PH- Shared drive - unable to map a shared drive location,00274 - Gillingham - United Kingdom,Security_UAA,1,10/01/2025 04:34,,4 - Low,Drive Mapping,14/01/2025 05:13,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,GILLTOFF0087
INC7317845,10/01/2025 04:33,IN: NSH: PH: Active Directory - AD account locked,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,10/01/2025 04:31,,4 - Low,Active Directory,10/01/2025 04:34,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7317841,10/01/2025 04:23,IN:VGM:PH: reMarkable-->Make it authorized ,00202 - Blois - France,EUS_Global_Remote_Support,1,10/01/2025 04:23,,4 - Low,Laptop,13/01/2025 05:07,Advice Given,,,Awaiting Resolver Response,Autoclosed,,FALSE,Phone,,Functionality Error,DUP-BLSLTOFF0340
INC7317740,10/01/2025 04:08,IN : JM : PH -  Software Center  - StatGraphics software missing in Software Center.,20034 - Belval - Luxembourg,EUS_SCCM,1,10/01/2025 04:08,,4 - Low,Microsoft System Center Configuration Ma,10/01/2025 06:58,Workaround Provided – Confirmed,,,Waiting For Parts,Autoclosed,,FALSE,Web Request,,Functionality Error,BASLTOFF00015
INC7317739,10/01/2025 04:12,Date of last delivery missing for PN 42039203 customer Kautex,20030 - Rzeszow - Poland,EDI_GXS_Customer,0,10/01/2025 04:07,,4 - Low,EDI/GXS,23/01/2025 06:40,Resolved - Permanent Fix,,,Attempting to reach End User,Closed,,FALSE,Email,,Error Message,EDI/GXS
INC7317687,10/01/2025 03:46,IN:BS:PH- AD - Active directory password reset ,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,10/01/2025 03:40,,4 - Low,Active Directory,10/01/2025 04:07,Advice Given,,,,Closed,,FALSE,Phone,,Access/Lockout,DLFN0H4D3
INC7317686,10/01/2025 03:38,IN:BS:PH- Ecatalog- eCatalog access,10682 - Krakow - Poland,APP_COMSUP_eCatalog,1,10/01/2025 03:38,,4 - Low,eRequest,14/01/2025 10:56,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,eCatalog - eRequest Master Data Maintenance
INC7317616,10/01/2025 02:53,IN:PAK:PH: Laptop Services - User's laptop battery doesn't charge,00202 - Blois - France,EUS_FR_00202,1,10/01/2025 02:53,,4 - Low,Desktop,13/01/2025 04:01,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,PHINfo,,Functionality Error,BLSLTOFF0164
INC7317605,10/01/2025 02:46,IN: AL: PH - Teamcenter: TEAMCENTER major mulfunction,10682 - Krakow - Poland,APP_ENG_CAD_FULL,2,10/01/2025 02:46,,4 - Low,Catia,20/01/2025 04:28,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Error Message,
INC7317604,10/01/2025 02:43,IN:PAK:PH: Desktop Services - User's computer does not display on 2 extra screens anymore. ,00202 - Blois - France,EUS_FR_00202,1,10/01/2025 02:43,,4 - Low,Desktop,10/01/2025 05:44,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,BLSLTOFF0020
INC7317597,10/01/2025 02:46,IN:VGM:PH: Active Directory-->Password reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,10/01/2025 02:39,,4 - Low,Active Directory,10/01/2025 02:51,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,DL9SQB273
INC7317595,10/01/2025 02:39,IN:HP:PH Solidworks 2011 - Screen freezing or multiple same pictures on screen,00202 - Blois - France,APP_ENG_CAD_PDM_PLM_POOL,1,10/01/2025 02:39,,4 - Low,SolidWorks,20/01/2025 02:32,Client Resolved,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Functionality Error,Solid Works
INC7317539,10/01/2025 02:00,IN:PAK:PH: StatGraphics - User need to Accés StatGraphics package,00202 - Blois - France,EUS_SCCM,1,10/01/2025 02:00,,4 - Low,Other Server Software,10/01/2025 09:16,Workaround Provided – Confirmed,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,DLBLQVMH2
INC7317538,10/01/2025 01:48,Can't save excel files to desktop,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),EUS_TR_00269,1,10/01/2025 01:48,,4 - Low,Laptop,10/01/2025 05:09,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,DL671KYQ2
INC7317448,10/01/2025 00:04,End Of Session Report (IDB IDB_FULL_DENILFT-FP01),00202 - Blois - France,HOSTING_BUR,0,10/01/2025 00:04,,4 - Low,Server,10/01/2025 08:00,Duplicate Incident,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7317083,09/01/2025 14:09,IN:HMV:PH: OMS - Log in issue,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,09/01/2025 13:55,,4 - Low,OMS (Operation Management System) @ Shin,09/01/2025 14:10,Client Resolved,,,,Closed,,FALSE,Phone,,Coaching,IASLTOFF0125
INC7317055,09/01/2025 13:11,End Of Session Report (GSL_10367_DENILFT-FP02_OMNI_KEY_STORE),00202 - Blois - France,HOSTING_BUR,0,09/01/2025 13:11,,4 - Low,Server,09/01/2025 20:43,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7317005,09/01/2025 12:31,End Of Session Report (GSL_10367_DENILFT-FP01_DAILY_PROD_FS_ALL),00202 - Blois - France,HOSTING_BUR,0,09/01/2025 12:31,,4 - Low,Server,09/01/2025 20:44,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7317000,09/01/2025 12:31,End Of Session Report (GSL_10367_DENILFT-FP02_PROD_FS_DAILY),00202 - Blois - France,HOSTING_BUR,0,09/01/2025 12:31,,4 - Low,Server,09/01/2025 20:43,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7316998,09/01/2025 12:33,10657-RO-SWA01-L2.delphidrive.com Not Responding,10657 - Bucharest - Romania,NETWORK_LAN_LEVEL2,0,09/01/2025 12:30,,4 - Low,Switch,10/01/2025 00:20,Health Check,,,Awaiting On-Site/Local Response,Autoclosed,,FALSE,Event,,Functionality Error,10657-ro-swa01-l2.delphidrive.com
INC7316980,09/01/2025 12:00,IN:HMV: PH: DL70Y8BT2 - Pc need migrating to Phinia domain and also Crowdstrike issue needs resolving.,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,09/01/2025 12:00,,4 - Low,Laptop,16/01/2025 07:07,Referred to Service Request,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,DL68SZ503
INC7316740,09/01/2025 09:17,IN: NSH: PH: SAP PN1 - Need to update distribution list RO10 in PN1 025  -route to  speddi@phinia.com(user insisted),10304 - Iasi - Romania,SAP_MANUFACTURING,1,09/01/2025 09:17,,4 - Low,SAP,13/01/2025 05:30,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Request,Production Planning PN1
INC7316689,09/01/2025 08:41,IN: NSH: PH: Premium Freight System - Cannot access to GPFS (Premium Freight System).,00282 - Stonehouse - United Kingdom,APP_COMSUP_GSM_COMM,1,09/01/2025 08:41,,4 - Low,Global Premium Freight Website,13/01/2025 08:06,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Global Premium Freight Website
INC7316642,09/01/2025 08:15,IN : RR : PH : Power Automate sends duplicate email,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),Corporate Web Applications,1,09/01/2025 08:15,,4 - Low,Microsoft Office,10/01/2025 13:42,Advice Given,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Power Automate
INC7316612,09/01/2025 08:07,IN : AK : PH - SAP : FF_FICO_BR decommisioning,10657 - Bucharest - Romania,SAP_SECURITY_PH1,2,09/01/2025 08:07,,4 - Low,Security PH1,22/01/2025 02:46,Resolved - Permanent Fix,,,Waiting For Parts,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PH1
INC7316593,09/01/2025 08:00,IN:VGM:PH: Service Now-->Unable to get IT view,10657 - Bucharest - Romania,APP_ENT_SERVICENOW,1,09/01/2025 08:00,,4 - Low,Service Now,10/01/2025 04:36,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Service Catalog,ServiceNow_PHINIA
INC7316586,09/01/2025 07:44,IN:BS: IBM - IBM/AS400 issues,10646 - Warwick (Titan) - United Kingdom,EUS_GB_10610,1,09/01/2025 07:44,,4 - Low,AS400,09/01/2025 09:23,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Functionality Error,WARLTOFF00060
INC7316585,09/01/2025 07:43,IN : RR : PH : SQL server not opening,10646 - Warwick (Titan) - United Kingdom,EUS_GB_10610,1,09/01/2025 07:43,,4 - Low,Laptop,09/01/2025 09:22,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,WARLTOFF00086
INC7316578,09/01/2025 07:40,IN : AK : PH - Printer :  Print service fail,10646 - Warwick (Titan) - United Kingdom,EUS_GB_10610,1,09/01/2025 07:40,,4 - Low,Laptop,09/01/2025 09:22,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DLJ09DQN3
INC7316577,09/01/2025 07:39,IN : JM : PH - Active Directory Password Reset - Successful Password Reset.,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SERVICEDESK_INDIA,0,09/01/2025 07:39,,4 - Low,Active Directory,09/01/2025 10:02,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7316559,09/01/2025 07:25,IN:VGM:PH: Software-->Computer slow,10590 - Cergy - France,EUS_Global_Remote_Support,1,09/01/2025 07:25,,4 - Low,Laptop,13/01/2025 02:20,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,CERLTOFF0006
INC7316509,09/01/2025 06:51,IN : JM : PH - Microsoft Outlook - Update Outlook Organisation Structure.,10605 - Duesseldorf - Germany,Security_UAA,1,09/01/2025 06:51,,4 - Low,Microsoft Office 365 ProPlus,10/01/2025 10:05,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,DL4NMKJM2
INC7316508,09/01/2025 06:49,IN: NSH: PH: SAP PG1 - AD Delphidrive decommission from GRC Landscape,10657 - Bucharest - Romania,SAP_SECURITY,1,09/01/2025 06:49,,4 - Low,Security PN1,19/01/2025 01:04,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7316493,09/01/2025 06:41,Missing Trading Partner Profile: S:094200005560000753:30:001680|R:ODDSIZMIRGXS - New VOLVO Customer SP 103485 SH 768530,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EDI_GXS_Customer,0,09/01/2025 06:40,,4 - Low,EDI/GXS,13/01/2025 05:32,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7316492,09/01/2025 06:36,Issue with VEFU t-code,10304 - Iasi - Romania,SAP_FI/CO,1,09/01/2025 06:36,,4 - Low,Finance & Controlling PN1,14/01/2025 02:50,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Finance & Controlling PN1
INC7316454,09/01/2025 06:20,IN: NSH: PH: Active Directory - AD Password Reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,09/01/2025 06:19,,4 - Low,Active Directory,09/01/2025 06:31,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7316453,09/01/2025 06:16,IN : RR : PH : Rebuild kiosk machine,00282 - Stonehouse - United Kingdom,EUS_GB_00282,2,09/01/2025 06:16,,4 - Low,Laptop,10/01/2025 04:34,Resolved - Permanent Fix,,,Waiting For Parts,Closed,,FALSE,Web Request,,Error Message,STHDTOFF00031
INC7316342,09/01/2025 05:16,IN : JM : PH - Status Check on Incident / Request - REQ5238746/RITM5253667 ,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),SERVICEDESK_INDIA,0,09/01/2025 05:16,,4 - Low,Status Check,09/01/2025 07:13,Advice Given,,,,Autoclosed,,FALSE,Phone,,Coaching,SvD Status Request
INC7316320,09/01/2025 05:13,Bloomberg Scheduler change,10657 - Bucharest - Romania,SAP_EAI,0,09/01/2025 05:11,,4 - Low,Sterling FileGateway,11/01/2025 01:19,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Sterling FileGateway
INC7316262,09/01/2025 04:51,Missing Trading Partner Profile: S:O0013000018PORSCHE-SPI::PL3|R:DUNS422475988GXS,10657 - Bucharest - Romania,EDI_GXS_Customer,0,09/01/2025 04:40,,4 - Low,EDI/GXS,09/01/2025 09:46,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7316240,09/01/2025 04:32,IN:VGM:PH: SAP PH1 password reset,20032 - Warsaw - Poland,SERVICEDESK_INDIA,0,09/01/2025 04:32,,4 - Low,Security PH1,09/01/2025 04:52,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,DL3JXTHG3
INC7316233,09/01/2025 04:31,IN: NSH: PH: SAP PN1- Add roles PS:MM:MM:DSP_RPT  TO GENERIC ROBOT ID RPA_FF51_03.(User insisted),00202 - Blois - France,SAP_SECURITY,1,09/01/2025 04:31,,4 - Low,Security PN1,13/01/2025 01:08,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Error Message,Security PN1
INC7316225,09/01/2025 04:18,IN : RR : PH : AD - Account locked,00202 - Blois - France,SERVICEDESK_INDIA,0,09/01/2025 04:18,,4 - Low,Active Directory,09/01/2025 07:33,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7316218,09/01/2025 04:05,IN:VGM:PH: AD--> unable to logon to the Microsoft Authentication Endpoint & my AD account locks daily.,10415 - Hartridge - United Kingdom,SERVICEDESK_INDIA,0,09/01/2025 04:05,,4 - Low,Active Directory,13/01/2025 06:45,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Access/Lockout,BGHLTOFF00012
INC7316156,09/01/2025 03:27,IN:BS:PH- Trace - unable to log into Trace,00274 - Gillingham - United Kingdom,APP_ENG_SWE&E_POOL,7,09/01/2025 03:27,,4 - Low,Trace Verilog,04/02/2025 08:36,Client Resolved,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Functionality Error,Trace Verilog
INC7316150,09/01/2025 03:20,IN: AL: PH - Printer: unable to ccess printer as it has been set up incorrect,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,09/01/2025 03:20,,4 - Low,Printer,09/01/2025 08:08,Client Resolved,,,Attempting to reach End User,Closed,,FALSE,Web Request,,Error Message,STHLTOFF00082
INC7316137,09/01/2025 03:16,IN : RR : PH : MFA - Phone Authentication Issue,10304 - Iasi - Romania,SERVICEDESK_INDIA,0,09/01/2025 03:16,,4 - Low,Web Portal,09/01/2025 07:50,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Functionality Error,Active Directory
INC7316120,09/01/2025 03:08,"IN:HP:PH JIRA can't be accessed anymore ! Error message says ""Your connection isn't private""",00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,09/01/2025 03:08,,4 - Low,Jira (IS),09/01/2025 04:42,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,DLFWV4NK2
INC7316048,09/01/2025 02:18,IN: AL: PH - Network: Issue with Internet in Ethopia.,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,09/01/2025 02:18,,4 - Low,LAN,15/01/2025 02:40,Advice Given,,,Attempting to reach End User,Autoclosed,,FALSE,Phone,,Error Message,GILLTOFF0240
INC7316010,09/01/2025 01:43,Add printer to my PC,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,09/01/2025 01:43,,4 - Low,Laptop,10/01/2025 01:46,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Coaching,IZMDTOFF00005
INC7315949,09/01/2025 00:48,IN:PAK:PH: GES - User is facing problem with GES platform (Cancelled CN),00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),APP_ENG_GES_FULL,2,09/01/2025 00:48,,4 - Low,GES Data Mart_MultipleDataTypes_Service ,17/01/2025 03:46,Client Resolved,,,Awaiting On-Site/Local Response,Autoclosed,,FALSE,Web Request,,Error Message,GES Data Mart_MultipleDataTypes_Service Information System (SIS)
INC7315941,09/01/2025 00:32,IN : RR : PH : AD - Password Reset,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),SERVICEDESK_INDIA,0,09/01/2025 00:32,,4 - Low,Active Directory,09/01/2025 06:11,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7315912,09/01/2025 00:03,End Of Session Report (IDB IDB_FULL_DENILFT-FP01),00202 - Blois - France,HOSTING_BUR,0,09/01/2025 00:03,,4 - Low,Server,09/01/2025 00:58,Duplicate Incident,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7315207,08/01/2025 13:11,End Of Session Report (GSL_10367_DENILFT-FP02_OMNI_KEY_STORE),00202 - Blois - France,HOSTING_BUR,0,08/01/2025 13:11,,4 - Low,Server,08/01/2025 18:51,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7315149,08/01/2025 12:31,End Of Session Report (GSL_10367_DENILFT-FP02_PROD_FS_DAILY),00202 - Blois - France,HOSTING_BUR,0,08/01/2025 12:31,,4 - Low,Server,08/01/2025 18:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7315144,08/01/2025 12:31,End Of Session Report (GSL_10367_DENILFT-FP01_DAILY_PROD_FS_ALL),00202 - Blois - France,HOSTING_BUR,0,08/01/2025 12:31,,4 - Low,Server,08/01/2025 18:50,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Functionality Error,
INC7315104,08/01/2025 12:01,IN: VB: PH: EDI misalignment with vendor 120986 after a cummulative reset done on 02.01.25,10610 - Warwick - United Kingdom,EDI_SEEBURGER_VENDOR,4,08/01/2025 12:01,,4 - Low,EDI/GXS,31/01/2025 08:35,Client Resolved,,,Waiting For Customer Response,Closed,,TRUE,Web Request,,Error Message,EDI/GXS
INC7315072,08/01/2025 11:36,IN:HMV: PH: Lock DT ID of users in PG1,10657 - Bucharest - Romania,SAP_SECURITY,1,08/01/2025 11:36,,4 - Low,Security PN1,09/01/2025 09:46,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7314968,08/01/2025 10:19,IN: NSH: PH: Windows - Windows activation error.,10610 - Warwick - United Kingdom,EUS_GB_10610,1,08/01/2025 10:19,,4 - Low,Laptop,08/01/2025 10:23,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,WARLTOFF00003
INC7314888,08/01/2025 09:49,IN: SP: PH: Outlook - Creating an Outlook Calendar,00202 - Blois - France,Messaging,1,08/01/2025 09:49,,4 - Low,Microsoft Outlook,13/01/2025 08:35,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,BLSLTOFF00594
INC7314833,08/01/2025 09:27,IN:VGM:PH: Active Directory-->Password reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,08/01/2025 09:24,,4 - Low,Active Directory,08/01/2025 09:31,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,ACP05176
INC7314711,08/01/2025 08:45,IN:VGM:PH: SAP-->change the 2024 tariff codes to 2025(Related to customs),00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_PURCHASE_TO_PAY,2,08/01/2025 08:45,,4 - Low,Finance & Controlling PN1,09/01/2025 08:16,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Error Message,Finance & Controlling PN1
INC7314687,08/01/2025 08:32,IN: SP: PH: Onsite - SAP issues,00274 - Gillingham - United Kingdom,EUS_GB_10610,2,08/01/2025 08:32,,4 - Low,Laptop,08/01/2025 08:52,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,GILDTSHP0016
INC7314632,08/01/2025 08:06,SAP PH1 (t-code VF02) - invoice output blocked,20032 - Warsaw - Poland,SAP_PH1_ORDER_FULFILLMENT,1,08/01/2025 08:06,,4 - Low,Sales & Distribution PH1,08/01/2025 10:02,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Sales & Distribution PH1
INC7314608,08/01/2025 07:56,IN: NSH: PH: SAP - 42036303 with ship to 767613 maintain the label format,10304 - Iasi - Romania,SAP_LABEL_PRINTING,2,08/01/2025 07:56,,4 - Low,Sales & Distribution PN1,20/01/2025 01:57,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Sales & Distribution PN1
INC7314577,08/01/2025 07:15,IN:BS:PH- SAP - SAP PN1 Control Pay Issue.,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,08/01/2025 07:15,,4 - Low,SAP,09/01/2025 02:52,Client Resolved,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Training,DL93DQKW2
INC7314563,08/01/2025 07:11,IN: SP: PH: Onsite - Regular BSOD on my new laptop,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,08/01/2025 07:11,,4 - Low,Laptop,15/01/2025 08:29,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GILLTOFF00311
